大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-08 14:55:16.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50751,0
sc,rb1605,2016-03-08 14:55:16.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50751,0
sc,rb1605,2016-03-08 14:55:17.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50759,0
sc,rb1605,2016-03-08 14:55:18.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50762,0
sc,rb1605,2016-03-08 14:55:18.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50762,0
sc,rb1605,2016-03-08 14:55:19.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50775,0
sc,rb1605,2016-03-08 14:55:19.500,2194.0000,1593740,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50774,0
sc,rb1605,2016-03-08 14:55:20.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50766,0
sc,rb1605,2016-03-08 14:55:21.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50775,0
sc,rb1605,2016-03-08 14:55:21.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50771,0
sc,rb1605,2016-03-08 14:55:22.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50763,0
sc,rb1605,2016-03-08 14:55:22.500,2194.0000,1593740,0,351040.0000,16.0000,8,8,多换,B,2194.0000,0.0000,50747,0
sc,rb1605,2016-03-08 14:55:23.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50750,0
sc,rb1605,2016-03-08 14:55:23.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50749,0
sc,rb1605,2016-03-08 14:55:24.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50744,0
sc,rb1605,2016-03-08 14:55:24.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50744,0
sc,rb1605,2016-03-08 14:55:25.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50753,0
sc,rb1605,2016-03-08 14:55:25.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:26.000,2194.0000,1593740,0,921480.0000,42.0000,21,21,多换,B,2194.0000,0.0000,50728,0
sc,rb1605,2016-03-08 14:55:26.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50728,0
sc,rb1605,2016-03-08 14:55:27.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50736,0
sc,rb1605,2016-03-08 14:55:27.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50734,0
sc,rb1605,2016-03-08 14:55:28.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50731,0
sc,rb1605,2016-03-08 14:55:28.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50730,0
sc,rb1605,2016-03-08 14:55:29.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50738,0
sc,rb1605,2016-03-08 14:55:29.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50739,0
sc,rb1605,2016-03-08 14:55:30.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50742,0
sc,rb1605,2016-03-08 14:55:30.500,2194.0000,1593740,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50741,0
sc,rb1605,2016-03-08 14:55:31.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50760,0
sc,rb1605,2016-03-08 14:55:31.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50756,0
sc,rb1605,2016-03-08 14:55:32.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:32.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:33.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50758,0
sc,rb1605,2016-03-08 14:55:33.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50758,0
sc,rb1605,2016-03-08 14:55:34.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50752,0
sc,rb1605,2016-03-08 14:55:34.500,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50742,0
sc,rb1605,2016-03-08 14:55:35.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50750,0
sc,rb1605,2016-03-08 14:55:36.000,2194.0000,1593740,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50742,0
sc,rb1605,2016-03-08 14:55:37.000,2194.0000,1593740,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50752,0
sc,rb1605,2016-03-08 14:55:37.500,2194.0000,1593726,-14,307160.0000,14.0000,0,14,双平,B,2194.0000,0.0000,50758,0
sc,rb1605,2016-03-08 14:55:38.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50750,0
sc,rb1605,2016-03-08 14:55:38.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50747,0
sc,rb1605,2016-03-08 14:55:39.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:39.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50756,0
sc,rb1605,2016-03-08 14:55:40.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50746,0
sc,rb1605,2016-03-08 14:55:40.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50747,0
sc,rb1605,2016-03-08 14:55:41.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50755,0
sc,rb1605,2016-03-08 14:55:41.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50754,0
sc,rb1605,2016-03-08 14:55:42.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50748,0
sc,rb1605,2016-03-08 14:55:42.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50747,0
sc,rb1605,2016-03-08 14:55:43.000,2194.0000,1593726,0,438800.0000,20.0000,10,10,多换,B,2194.0000,0.0000,50745,0
sc,rb1605,2016-03-08 14:55:43.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50754,0
sc,rb1605,2016-03-08 14:55:44.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50746,0
sc,rb1605,2016-03-08 14:55:44.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50787,0
sc,rb1605,2016-03-08 14:55:45.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50785,0
sc,rb1605,2016-03-08 14:55:45.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50796,0
sc,rb1605,2016-03-08 14:55:46.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50788,0
sc,rb1605,2016-03-08 14:55:46.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50788,0
sc,rb1605,2016-03-08 14:55:47.000,2194.0000,1593726,0,877600.0000,40.0000,20,20,多换,B,2194.0000,0.0000,50781,0
sc,rb1605,2016-03-08 14:55:47.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50785,0
sc,rb1605,2016-03-08 14:55:48.000,2194.0000,1593726,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50777,0
sc,rb1605,2016-03-08 14:55:49.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50783,0
sc,rb1605,2016-03-08 14:55:49.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50733,0
sc,rb1605,2016-03-08 14:55:50.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50684,0
sc,rb1605,2016-03-08 14:55:50.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50684,0
sc,rb1605,2016-03-08 14:55:51.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50692,0
sc,rb1605,2016-03-08 14:55:52.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50677,0
sc,rb1605,2016-03-08 14:55:52.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50677,0
sc,rb1605,2016-03-08 14:55:53.000,2194.0000,1593726,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50684,0
sc,rb1605,2016-03-08 14:55:54.000,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50674,0
sc,rb1605,2016-03-08 14:55:54.500,2194.0000,1593726,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50674,0
sc,rb1605,2016-03-08 14:55:55.000,2194.0000,1593686,-40,877600.0000,40.0000,0,40,双平,B,2194.0000,0.0000,50658,0
sc,rb1605,2016-03-08 14:55:56.000,2194.0000,1593686,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50654,0
sc,rb1605,2016-03-08 14:55:56.500,2194.0000,1593686,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50647,0
sc,rb1605,2016-03-08 14:55:57.000,2194.0000,1593686,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50659,0
sc,rb1605,2016-03-08 14:55:57.500,2194.0000,1593686,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50660,0
sc,rb1605,2016-03-08 14:55:58.000,2194.0000,1593686,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50661,0
sc,rb1605,2016-03-08 14:55:58.500,2194.0000,1593684,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,50660,0
sc,rb1605,2016-03-08 14:55:59.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50665,0
sc,rb1605,2016-03-08 14:55:59.500,2194.0000,1593684,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50664,0
sc,rb1605,2016-03-08 14:56:00.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50658,0
sc,rb1605,2016-03-08 14:56:00.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50663,0
sc,rb1605,2016-03-08 14:56:01.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50672,0
sc,rb1605,2016-03-08 14:56:01.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50673,0
sc,rb1605,2016-03-08 14:56:02.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50671,0
sc,rb1605,2016-03-08 14:56:03.000,2194.0000,1593684,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50673,0
sc,rb1605,2016-03-08 14:56:04.000,2194.0000,1593684,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50668,0
sc,rb1605,2016-03-08 14:56:04.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50679,0
sc,rb1605,2016-03-08 14:56:05.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50683,0
sc,rb1605,2016-03-08 14:56:05.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50682,0
sc,rb1605,2016-03-08 14:56:06.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50678,0
sc,rb1605,2016-03-08 14:56:06.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50683,0
sc,rb1605,2016-03-08 14:56:07.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50686,0
sc,rb1605,2016-03-08 14:56:07.500,2194.0000,1593684,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50686,0
sc,rb1605,2016-03-08 14:56:08.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50682,0
sc,rb1605,2016-03-08 14:56:08.500,2194.0000,1593684,0,219400.0000,10.0000,5,5,多换,B,2194.0000,0.0000,50677,0
sc,rb1605,2016-03-08 14:56:09.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50681,0
sc,rb1605,2016-03-08 14:56:09.500,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50686,0
sc,rb1605,2016-03-08 14:56:10.000,2194.0000,1593684,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50682,0
sc,rb1605,2016-03-08 14:56:11.000,2194.0000,1593680,-4,87760.0000,4.0000,0,4,双平,B,2194.0000,0.0000,50690,0
sc,rb1605,2016-03-08 14:56:11.500,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50687,0
sc,rb1605,2016-03-08 14:56:12.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50684,0
sc,rb1605,2016-03-08 14:56:13.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50689,0
sc,rb1605,2016-03-08 14:56:13.500,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50689,0
sc,rb1605,2016-03-08 14:56:14.000,2194.0000,1593680,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50684,0
sc,rb1605,2016-03-08 14:56:14.500,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50685,0
sc,rb1605,2016-03-08 14:56:15.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50689,0
sc,rb1605,2016-03-08 14:56:16.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50688,0
sc,rb1605,2016-03-08 14:56:17.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50696,0
sc,rb1605,2016-03-08 14:56:18.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50692,0
sc,rb1605,2016-03-08 14:56:18.500,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50693,0
sc,rb1605,2016-03-08 14:56:19.000,2194.0000,1593680,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50697,0
sc,rb1605,2016-03-08 14:56:19.500,2194.0000,1593680,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50696,0
sc,rb1605,2016-03-08 14:56:20.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50692,0
sc,rb1605,2016-03-08 14:56:21.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50696,0
sc,rb1605,2016-03-08 14:56:22.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50692,0
sc,rb1605,2016-03-08 14:56:22.500,2194.0000,1593680,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50695,0
sc,rb1605,2016-03-08 14:56:23.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50699,0
sc,rb1605,2016-03-08 14:56:24.000,2194.0000,1593680,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50582,0
sc,rb1605,2016-03-08 14:56:25.000,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50580,0
sc,rb1605,2016-03-08 14:56:25.500,2194.0000,1593680,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50580,0
sc,rb1605,2016-03-08 14:56:26.000,2194.0000,1593678,-2,43880.0000,2.0000,0,2,双平,B,2194.0000,0.0000,50576,0
sc,rb1605,2016-03-08 14:56:26.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50576,0
sc,rb1605,2016-03-08 14:56:27.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50581,0
sc,rb1605,2016-03-08 14:56:27.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50581,0
sc,rb1605,2016-03-08 14:56:28.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50652,0
sc,rb1605,2016-03-08 14:56:28.500,2194.0000,1593678,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50651,0
sc,rb1605,2016-03-08 14:56:29.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50655,0
sc,rb1605,2016-03-08 14:56:29.500,2194.0000,1593678,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50656,0
sc,rb1605,2016-03-08 14:56:30.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50647,0
sc,rb1605,2016-03-08 14:56:30.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50618,0
sc,rb1605,2016-03-08 14:56:31.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50623,0
sc,rb1605,2016-03-08 14:56:31.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50631,0
sc,rb1605,2016-03-08 14:56:32.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50627,0
sc,rb1605,2016-03-08 14:56:33.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50631,0
sc,rb1605,2016-03-08 14:56:33.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50636,0
sc,rb1605,2016-03-08 14:56:34.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50632,0
sc,rb1605,2016-03-08 14:56:35.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50520,0
sc,rb1605,2016-03-08 14:56:36.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50507,0
sc,rb1605,2016-03-08 14:56:36.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50506,0
sc,rb1605,2016-03-08 14:56:37.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50508,0
sc,rb1605,2016-03-08 14:56:37.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50518,0
sc,rb1605,2016-03-08 14:56:38.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50514,0
sc,rb1605,2016-03-08 14:56:38.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50518,0
sc,rb1605,2016-03-08 14:56:39.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50522,0
sc,rb1605,2016-03-08 14:56:40.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50518,0
sc,rb1605,2016-03-08 14:56:40.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50509,0
sc,rb1605,2016-03-08 14:56:41.000,2194.0000,1593678,0,87760.0000,4.0000,2,2,多换,B,2194.0000,0.0000,50506,0
sc,rb1605,2016-03-08 14:56:41.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50538,0
sc,rb1605,2016-03-08 14:56:42.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50534,0
sc,rb1605,2016-03-08 14:56:42.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50548,0
sc,rb1605,2016-03-08 14:56:43.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50552,0
sc,rb1605,2016-03-08 14:56:43.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50553,0
sc,rb1605,2016-03-08 14:56:44.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50549,0
sc,rb1605,2016-03-08 14:56:44.500,2194.0000,1593678,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50548,0
sc,rb1605,2016-03-08 14:56:45.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50592,0
sc,rb1605,2016-03-08 14:56:45.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50562,0
sc,rb1605,2016-03-08 14:56:46.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50558,0
sc,rb1605,2016-03-08 14:56:47.000,2194.0000,1593678,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50553,0
sc,rb1605,2016-03-08 14:56:47.500,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50552,0
sc,rb1605,2016-03-08 14:56:48.000,2194.0000,1593678,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50560,0
sc,rb1605,2016-03-08 14:56:49.000,2194.0000,1593658,-20,438800.0000,20.0000,0,20,双平,B,2194.0000,0.0000,50557,0
sc,rb1605,2016-03-08 14:56:49.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50552,0
sc,rb1605,2016-03-08 14:56:50.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50549,0
sc,rb1605,2016-03-08 14:56:50.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50555,0
sc,rb1605,2016-03-08 14:56:51.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50559,0
sc,rb1605,2016-03-08 14:56:52.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50555,0
sc,rb1605,2016-03-08 14:56:52.500,2194.0000,1593658,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50550,0
sc,rb1605,2016-03-08 14:56:53.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50554,0
sc,rb1605,2016-03-08 14:56:53.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50553,0
sc,rb1605,2016-03-08 14:56:54.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50534,0
sc,rb1605,2016-03-08 14:56:54.500,2194.0000,1593658,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50474,0
sc,rb1605,2016-03-08 14:56:55.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50478,0
sc,rb1605,2016-03-08 14:56:56.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50494,0
sc,rb1605,2016-03-08 14:56:56.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50494,0
sc,rb1605,2016-03-08 14:56:57.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50502,0
sc,rb1605,2016-03-08 14:56:58.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50497,0
sc,rb1605,2016-03-08 14:56:58.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50510,0
sc,rb1605,2016-03-08 14:56:59.000,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50514,0
sc,rb1605,2016-03-08 14:56:59.500,2194.0000,1593658,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50571,0
sc,rb1605,2016-03-08 14:57:00.000,2194.0000,1593656,-2,87760.0000,4.0000,1,3,空平,B,2194.0000,0.0000,50568,0
sc,rb1605,2016-03-08 14:57:00.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50552,0
sc,rb1605,2016-03-08 14:57:01.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50558,0
sc,rb1605,2016-03-08 14:57:01.500,2194.0000,1593656,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,50553,0
sc,rb1605,2016-03-08 14:57:02.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50549,0
sc,rb1605,2016-03-08 14:57:02.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50557,0
sc,rb1605,2016-03-08 14:57:03.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50560,0
sc,rb1605,2016-03-08 14:57:03.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50559,0
sc,rb1605,2016-03-08 14:57:04.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50555,0
sc,rb1605,2016-03-08 14:57:04.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50550,0
sc,rb1605,2016-03-08 14:57:05.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50560,0
sc,rb1605,2016-03-08 14:57:05.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50567,0
sc,rb1605,2016-03-08 14:57:06.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50563,0
sc,rb1605,2016-03-08 14:57:06.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50559,0
sc,rb1605,2016-03-08 14:57:07.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50563,0
sc,rb1605,2016-03-08 14:57:07.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50564,0
sc,rb1605,2016-03-08 14:57:08.000,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50560,0
sc,rb1605,2016-03-08 14:57:08.500,2194.0000,1593656,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,50553,0
