大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-07 23:49:25.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192094,0
sc,rb1605,2016-03-07 23:49:35.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192114,0
sc,rb1605,2016-03-07 23:49:36.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192115,0
sc,rb1605,2016-03-07 23:49:37.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192102,0
sc,rb1605,2016-03-07 23:49:37.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192094,0
sc,rb1605,2016-03-07 23:49:38.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192102,0
sc,rb1605,2016-03-07 23:49:41.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192094,0
sc,rb1605,2016-03-07 23:49:42.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192102,0
sc,rb1605,2016-03-07 23:49:50.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192094,0
sc,rb1605,2016-03-07 23:49:56.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192102,0
sc,rb1605,2016-03-07 23:49:58.000,2194.0000,1722790,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,192101,0
sc,rb1605,2016-03-07 23:50:01.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192093,0
sc,rb1605,2016-03-07 23:50:02.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192094,0
sc,rb1605,2016-03-07 23:50:02.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192096,0
sc,rb1605,2016-03-07 23:50:04.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192100,0
sc,rb1605,2016-03-07 23:50:05.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192080,0
sc,rb1605,2016-03-07 23:50:06.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192076,0
sc,rb1605,2016-03-07 23:50:08.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192083,0
sc,rb1605,2016-03-07 23:50:10.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192090,0
sc,rb1605,2016-03-07 23:50:10.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192083,0
sc,rb1605,2016-03-07 23:50:11.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192081,0
sc,rb1605,2016-03-07 23:50:12.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192083,0
sc,rb1605,2016-03-07 23:50:19.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192077,0
sc,rb1605,2016-03-07 23:50:20.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192078,0
sc,rb1605,2016-03-07 23:50:21.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192077,0
sc,rb1605,2016-03-07 23:50:28.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192077,0
sc,rb1605,2016-03-07 23:50:31.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192097,0
sc,rb1605,2016-03-07 23:50:35.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192097,0
sc,rb1605,2016-03-07 23:50:39.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192147,0
sc,rb1605,2016-03-07 23:50:49.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192158,0
sc,rb1605,2016-03-07 23:50:52.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192163,0
sc,rb1605,2016-03-07 23:50:59.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192168,0
sc,rb1605,2016-03-07 23:51:03.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192176,0
sc,rb1605,2016-03-07 23:51:05.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192177,0
sc,rb1605,2016-03-07 23:51:06.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192177,0
sc,rb1605,2016-03-07 23:51:07.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192172,0
sc,rb1605,2016-03-07 23:51:08.500,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192171,0
sc,rb1605,2016-03-07 23:51:17.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192170,0
sc,rb1605,2016-03-07 23:51:18.000,2194.0000,1722790,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192167,0
sc,rb1605,2016-03-07 23:51:21.500,2194.0000,1722760,-30,658200.0000,30.0000,0,30,双平,B,2194.0000,0.0000,192152,0
sc,rb1605,2016-03-07 23:51:24.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:51:30.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192181,0
sc,rb1605,2016-03-07 23:51:32.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192179,0
sc,rb1605,2016-03-07 23:51:39.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:51:44.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:51:49.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192186,0
sc,rb1605,2016-03-07 23:51:53.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:51:54.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192186,0
sc,rb1605,2016-03-07 23:51:57.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192186,0
sc,rb1605,2016-03-07 23:51:58.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:52:05.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:52:13.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:52:24.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192179,0
sc,rb1605,2016-03-07 23:52:26.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192180,0
sc,rb1605,2016-03-07 23:52:28.000,2194.0000,1722760,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,192180,0
sc,rb1605,2016-03-07 23:52:28.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192175,0
sc,rb1605,2016-03-07 23:52:30.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192177,0
sc,rb1605,2016-03-07 23:52:31.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192178,0
sc,rb1605,2016-03-07 23:52:32.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192179,0
sc,rb1605,2016-03-07 23:52:33.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192180,0
sc,rb1605,2016-03-07 23:52:34.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192181,0
sc,rb1605,2016-03-07 23:52:38.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192182,0
sc,rb1605,2016-03-07 23:52:39.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192182,0
sc,rb1605,2016-03-07 23:52:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192677,0
sc,rb1605,2016-03-07 23:52:48.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192679,0
sc,rb1605,2016-03-07 23:52:51.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192728,0
sc,rb1605,2016-03-07 23:52:52.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192727,0
sc,rb1605,2016-03-07 23:52:53.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192727,0
sc,rb1605,2016-03-07 23:52:54.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192726,0
sc,rb1605,2016-03-07 23:52:55.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192731,0
sc,rb1605,2016-03-07 23:52:55.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192730,0
sc,rb1605,2016-03-07 23:52:57.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192934,0
sc,rb1605,2016-03-07 23:52:59.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,192932,0
sc,rb1605,2016-03-07 23:53:01.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193315,0
sc,rb1605,2016-03-07 23:53:02.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193317,0
sc,rb1605,2016-03-07 23:53:06.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193324,0
sc,rb1605,2016-03-07 23:53:07.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193323,0
sc,rb1605,2016-03-07 23:53:09.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193322,0
sc,rb1605,2016-03-07 23:53:09.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193332,0
sc,rb1605,2016-03-07 23:53:11.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193331,0
sc,rb1605,2016-03-07 23:53:12.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193330,0
sc,rb1605,2016-03-07 23:53:13.500,2194.0000,1722760,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,193329,0
sc,rb1605,2016-03-07 23:53:14.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193320,0
sc,rb1605,2016-03-07 23:53:16.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193423,0
sc,rb1605,2016-03-07 23:53:18.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193483,0
sc,rb1605,2016-03-07 23:53:21.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193487,0
sc,rb1605,2016-03-07 23:53:23.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193485,0
sc,rb1605,2016-03-07 23:53:27.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193102,0
sc,rb1605,2016-03-07 23:53:29.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193202,0
sc,rb1605,2016-03-07 23:53:39.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193287,0
sc,rb1605,2016-03-07 23:53:39.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193288,0
sc,rb1605,2016-03-07 23:53:45.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193289,0
sc,rb1605,2016-03-07 23:53:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193288,0
sc,rb1605,2016-03-07 23:53:50.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193287,0
sc,rb1605,2016-03-07 23:53:52.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193387,0
sc,rb1605,2016-03-07 23:54:00.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193387,0
sc,rb1605,2016-03-07 23:54:02.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193388,0
sc,rb1605,2016-03-07 23:54:03.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193488,0
sc,rb1605,2016-03-07 23:54:04.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193488,0
sc,rb1605,2016-03-07 23:54:11.000,2194.0000,1722760,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,193487,0
sc,rb1605,2016-03-07 23:54:13.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193486,0
sc,rb1605,2016-03-07 23:54:16.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193586,0
sc,rb1605,2016-03-07 23:54:21.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193587,0
sc,rb1605,2016-03-07 23:54:22.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193595,0
sc,rb1605,2016-03-07 23:54:26.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193594,0
sc,rb1605,2016-03-07 23:54:27.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193544,0
sc,rb1605,2016-03-07 23:54:29.500,2194.0000,1722760,0,43880.0000,2.0000,1,1,多换,B,2194.0000,0.0000,193541,0
sc,rb1605,2016-03-07 23:54:30.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193543,0
sc,rb1605,2016-03-07 23:54:30.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193544,0
sc,rb1605,2016-03-07 23:54:32.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193542,0
sc,rb1605,2016-03-07 23:54:33.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193642,0
sc,rb1605,2016-03-07 23:54:39.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193635,0
sc,rb1605,2016-03-07 23:54:40.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193635,0
sc,rb1605,2016-03-07 23:54:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193637,0
sc,rb1605,2016-03-07 23:54:46.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193837,0
sc,rb1605,2016-03-07 23:54:47.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193838,0
sc,rb1605,2016-03-07 23:54:48.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193838,0
sc,rb1605,2016-03-07 23:54:49.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193845,0
sc,rb1605,2016-03-07 23:54:51.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193845,0
sc,rb1605,2016-03-07 23:54:53.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193844,0
sc,rb1605,2016-03-07 23:54:58.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193844,0
sc,rb1605,2016-03-07 23:55:03.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193837,0
sc,rb1605,2016-03-07 23:55:06.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193859,0
sc,rb1605,2016-03-07 23:55:07.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193855,0
sc,rb1605,2016-03-07 23:55:12.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193853,0
sc,rb1605,2016-03-07 23:55:12.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193855,0
sc,rb1605,2016-03-07 23:55:16.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193853,0
sc,rb1605,2016-03-07 23:55:16.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193855,0
sc,rb1605,2016-03-07 23:55:19.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193872,0
sc,rb1605,2016-03-07 23:55:20.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193870,0
sc,rb1605,2016-03-07 23:55:21.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193872,0
sc,rb1605,2016-03-07 23:55:23.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193873,0
sc,rb1605,2016-03-07 23:55:24.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193874,0
sc,rb1605,2016-03-07 23:55:25.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193874,0
sc,rb1605,2016-03-07 23:55:25.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193877,0
sc,rb1605,2016-03-07 23:55:26.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193875,0
sc,rb1605,2016-03-07 23:55:26.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193877,0
sc,rb1605,2016-03-07 23:55:27.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193878,0
sc,rb1605,2016-03-07 23:55:29.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193879,0
sc,rb1605,2016-03-07 23:55:30.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193881,0
sc,rb1605,2016-03-07 23:55:31.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193882,0
sc,rb1605,2016-03-07 23:55:31.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193883,0
sc,rb1605,2016-03-07 23:55:33.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193884,0
sc,rb1605,2016-03-07 23:55:34.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193885,0
sc,rb1605,2016-03-07 23:55:38.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193884,0
sc,rb1605,2016-03-07 23:55:38.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193884,0
sc,rb1605,2016-03-07 23:55:39.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193883,0
sc,rb1605,2016-03-07 23:55:41.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193882,0
sc,rb1605,2016-03-07 23:55:42.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193882,0
sc,rb1605,2016-03-07 23:55:43.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193877,0
sc,rb1605,2016-03-07 23:55:44.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193878,0
sc,rb1605,2016-03-07 23:55:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193879,0
sc,rb1605,2016-03-07 23:55:46.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193879,0
sc,rb1605,2016-03-07 23:55:48.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193902,0
sc,rb1605,2016-03-07 23:55:52.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,193901,0
sc,rb1605,2016-03-07 23:55:52.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194001,0
sc,rb1605,2016-03-07 23:55:56.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194000,0
sc,rb1605,2016-03-07 23:55:59.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194070,0
sc,rb1605,2016-03-07 23:56:00.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194070,0
sc,rb1605,2016-03-07 23:56:02.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194072,0
sc,rb1605,2016-03-07 23:56:04.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194057,0
sc,rb1605,2016-03-07 23:56:06.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194055,0
sc,rb1605,2016-03-07 23:56:09.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194065,0
sc,rb1605,2016-03-07 23:56:15.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194066,0
sc,rb1605,2016-03-07 23:56:16.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194066,0
sc,rb1605,2016-03-07 23:56:17.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194067,0
sc,rb1605,2016-03-07 23:56:23.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194066,0
sc,rb1605,2016-03-07 23:56:23.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194065,0
sc,rb1605,2016-03-07 23:56:24.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194165,0
sc,rb1605,2016-03-07 23:56:26.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194165,0
sc,rb1605,2016-03-07 23:56:34.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194181,0
sc,rb1605,2016-03-07 23:56:37.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194181,0
sc,rb1605,2016-03-07 23:56:42.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194281,0
sc,rb1605,2016-03-07 23:56:45.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194290,0
sc,rb1605,2016-03-07 23:56:49.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194281,0
sc,rb1605,2016-03-07 23:56:59.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194381,0
sc,rb1605,2016-03-07 23:57:02.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194431,0
sc,rb1605,2016-03-07 23:57:05.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194429,0
sc,rb1605,2016-03-07 23:57:12.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194430,0
sc,rb1605,2016-03-07 23:57:13.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194450,0
sc,rb1605,2016-03-07 23:57:13.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194451,0
sc,rb1605,2016-03-07 23:57:14.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194351,0
sc,rb1605,2016-03-07 23:57:17.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194350,0
sc,rb1605,2016-03-07 23:57:18.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194350,0
sc,rb1605,2016-03-07 23:57:20.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194345,0
sc,rb1605,2016-03-07 23:57:21.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194344,0
sc,rb1605,2016-03-07 23:57:31.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194344,0
sc,rb1605,2016-03-07 23:57:32.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194344,0
sc,rb1605,2016-03-07 23:57:32.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194342,0
sc,rb1605,2016-03-07 23:57:42.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194442,0
sc,rb1605,2016-03-07 23:57:47.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194443,0
sc,rb1605,2016-03-07 23:57:51.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:57:55.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194335,0
sc,rb1605,2016-03-07 23:57:56.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:57:59.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194335,0
sc,rb1605,2016-03-07 23:58:00.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:58:04.500,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194343,0
sc,rb1605,2016-03-07 23:58:07.000,2194.0000,1722760,0,0.0000,0.0000,0,0,多换,B,2194.0000,0.0000,194356,0
